drift_sigma,adc_raw_pct,adc_cmcancel_pct,td_raw_pct,td_cmcancel_pct
0.0,1.6817070954832023,1.6817070954832023,1.8947237320475743,1.8947237320475743
0.005,2.7914479602110345,1.6821360844526716,2.9245718566967036,1.8945902896696885
0.01,4.859641540053515,1.682148598737938,4.938849944937449,1.8950873573470295
0.02,9.212683942515639,1.6838414651233833,9.25288282086005,1.895922479489773
0.04,18.013498147490573,1.690230542615824,18.033935566466532,1.903558354611449
